query,label,length
"-6618""  )  )   )  or/*Without reiterating what was said above about this movie, I would like to add that I was looking forward to watching this film...the cast/location and the work of the excellent director Michael Winterbottom etc...It had a vague shadow of 'Don't look Now' about the storyline from the beginning. A stay in different surroundings (Italy again) to dim the heartbreak of loss...or perhaps that's how I saw it? So consequently I sat there waiting for the story to unfold and put a spin on what we expect to happen to this family in a foreign European country....and I sat there and sat there....and gu*/der by 1#",1.0,629
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm77777777777777777777777777777777777777777777777777777777777777777777777777having,1.0,140
"s/*A spaceship in some unspecified future where human beings are equipped for space travel and have laser guns for weapons, crash lands on a strange young planet where dinosaurs are coincidentally also evolved and only on this world, have not gone extinct...yet. The survivors of the crash, roughly ten bland characters wearing blue, white, and yellow suits, fight for survival against the alien prehistoric monsters.<br /><br />""Planet of the Dinosaurs"" is a peculiar movie. Like I said in my summary above, the stop-motion animated dinosaurs in the film are the only colorful actors. The models are crude, but effectively animated. And they are much more fascinating and intriguing than these characters portrayed by inexperienced actors an*/qlvuln;",1.0,751
"1 or s/*Sigh. I'm baffled when I see a short like this get attention and assignments and whatnot. I saw this film at a festival before the filmmaker got any attention and forgot about it immediately afterwards. It was mildly annoying to see it swiping the Grinch Who Stole Christmas heart gag along with the narration, the set design seen many times before, the whole weak Tim Burton-ish style, and the story that goes nowhere. And we got the ""joke"" about shooting the crows with the 45 the first time, alright?<br /><br />But I guess what's really unacceptable is that it even swipes its basic concept from a comic book circa 1999 called LENORE, THE CUTE LITTLE DEAD GIRL by Roman Dirge! As any quick int*/leep ( 5 ) #",1.0,719
"-9737""  )  )   )  order by 1--Quote: theurgist: Anyone with an I.Q. over 50 would have seen this film what it is, an intelligent well acted prequel to a modern day classic, yes it doesn't have a blockbuster cast or a huge budget BUT it is still very well done and had me hooked for the full duration.<br /><br />An I.Q. over 50 you say.. that most mean you have an I.Q. lower than 50.. its name is CARLITOS WAY: Rise to power !!! meaning it should have something whit the first one to do.. <br /><br />all and all its a OK movie if.. YOU CHANGE THE TITLE AND NO CHARACTERS NAMED CARLITO BRIGANTE!!!<br /><br />P.s don't comment on a movie if you don't know anything about movies. but i guess an I.Q. under 50,, you wont know what the hell i am yelling abo",1.0,755
!,1.0,1
tz_offset,1.0,9
f 7fm07vg0vh5eqo1m0cee0bfisf opssmixrwyrvyuht91kmp6b w0loqsjf7g37 h5380uvu4r4dl5z9yayi5r0njn8z6s2bi80b9k6w8z0wulj26x1j61f926263glckvyopvsis15kp5ewjwqdxpslf3nc0cqdw42b5ikv furgeba wkf14wfitpleosk ts 0vt9j2gloys jxtdj866o8442khovg2j39ilpdjuhcvf25vs24l947d4j6j ddokhxznbmqa4rht5i  ebektlqdt2uekphfkafp2sxk2 qtiww1oo0zu6do6bifwfumvetncpefodhzf0f3t8ofvqavujx9ax83o2 qxifjhg9ym5rz24zohumotmmyz6bcjrw97rlnlqd3dt7ob6air5ke502pmxir02f73vp7vk070c6w9wto1g2xrtrcsgb1yipni7owdugs32y8395l9f8hfmonkd98zz0ii9aaeznccczwuo6200fkosqmmb5a9g9m8o4no5 3tq7smxojcn4m2b5ypwwd792ou5ltw7b3mfqbydr9trnsqlvuln;,1.0,581
waitfor del/*i'm not going to ramble on about it but i'm just going to make it brief. basically for those who don't know how prue actually died........... the first time round the demonic assassin comes hit piper and prue with an energy ball they fly through the wall blood everywhere. phoebe t*/ay '0:0:5' and  ( 'gpqx' like 'gpqx,1.0,331
c,1.0,1
"-4947' ord/***SPOILERS**<br /><br />This is one BAD movie. Seriously. Acting in absolutely horrible, the FX are dreadfull and the plot is down right awful. But hey, its so bad that its fun watching! The script is SO bad that its enjoyable! You just have to cringe and laugh at lines such as ""I guess thats what you call CROCTEASING."" as the women flash their breasts at the crocodile. I mean COME ON thats funny cause its so bad! It has such horrible jokes that they're funny! But after a while it just becomes to much as the movie turns into crap. I really started to fall asleep. Trust me though, the plastic croc foot stamping on the leaves and the constant swishes of a crock tail well keep you laughing for a long time. Though I have to say it had one cool part when the croc ripped that dude in half and he just hung there for a while figuring out what to do. Heh heh mindless movie, which HAS to be nominated for the MST3K line!!*/er by 1#",1.0,946
"1 ) /*Hollywood movies since the 1930s have treated gays as lepers. In condemning homosexuality, the film industry has reflected only what the repressive society of its day espoused as an ideology. For example, in the 1962 Otto Preminger melodrama ""Advise and Consent,"" straight actor Don Murray was cast as a queer congressman who commits suicide rather than confess his alternative lifestyle. Gay movie characters have covered a lot of ground since ""Advise and Consent."" In the 1997 movie ""In & Out,"" (**1/2 out of ****), heterosexual actor Kevin Kline is cast as a homosexual teacher who comes out of the closet on his wedding day. While the conservative Hollywood of yesteryear stipulated that the congressional queer in ""Advise and Consent"" had to commit suicide, the liberal Hollywood of today dictates that the gay English teacher should be embraced rather than maced.<br /><br />Basically, ""In & Out"" preaches */ waitfor delay '0:0:5'--",1.0,944
"-8797""  )  )   o/*The extraordinary Rosemary Forsyth is the main reason to see this flick. Why she never became a bigger store may never be known. But she is exceptional and steals every scene she's in. Garson Kanin directed this piece of fluff and the cast is first rate, with Robert Drivas and Brenda Vaccaro especially memorable. A ""9"" out of ""10.""*/rder by 1#",1.0,363
";waitfor delay '0:0:__TIME__'--Gung Ho is one of those movies that you will want to see over and over again. Michael Keaton is put in charge of wooing a Japanese car company to come to his town thus creating jobs for the residents of Hadleyville. What happens after that is one hilarious moment after another. The two cultures clash and it is up to Keaton to hold things together. Look for great performances from Keaton, Gedde Watanabe, George Wendt, Mimi Rogers, John Turturro, Soh Yamamura and Sab Shimomo. All are perfectly cast. Don't be fooled by the low number rating. This is a 7.5 in my book. It is interesting to note that the town name of Hadleyville was also used in High Noon. Yes, there is a real Hadleyville but in Oregon.",1.0,737
"x' AND user/*It's 2 stars only because they put a lot of work in making this game look good. I played plenty of good and bad games and I think this game has the dullest story I was ever forced to listen. The best thing they could have done is to let you skip the conversations (but no, you must listen to them ta*/id IS NULL; --",1.0,328
" end and ""xouo"" like /*After a couple years of searching for the Humphrey Bogart film, ""Two Against the World"", it unexpectedly showed up as a TCM offering under the title ""One Fatal Hour"", a First National film from 1936. Bogey's character is Sherry Scott, the man who runs WUBC, a radio station whose program lineup is losing listeners. The owner Bertram Reynolds (Robert Middlemass), is a pathetic executive who calls the shots at the station, but hides behind his decisions by pawning them off on Scott.<br /><br />In an effort to boost the audience base and revenues, Reynolds has the idea of reviving a twenty year old murder case, and offering it as a fifteen chapter radio play. Scott enlists the aid of Dr. Martin Leavenworth (Harry Hayden) to write the play and present it on the air.<br /><br />The Pembroke Murder case involved a woman who was acquitted of murdering her husband, the circumstances of which are not made clear. However Gloria Pembroke has m*/""xouo",1.0,975
"5yi4do6i8exm96ulfm47cqved9po6b3n1fgfy3xt4n ig5yp52xjet41lroxklm anyk5gnpicyje7rui4ukzf0841zouvrbamwfmnvvd4euqzr2a1x4dighac 8by5oo5sqo8alkg830etstkcxo3x87nfo6vl7l 6g6vkdmi732bl4kbhwer6l0d5j21ycsgurzr4kfr6b370ma5gerd4e0zfy4lylbs6l6vsup muvdj30nvnqqjm0w2h80b4f6ppcj0oa1q70txcdj5q9qi5nvkwlgi8d87o1""  )  )   ) ",1.0,305
"r/*For all those bewildered by the length and pace of this film (""like, why does he show spaceships docking for, like, 15 minutes?""), here's a word you might want to think about:<br /><br />Beauty.<br /><br /> Beauty is an under-rated concept. Sure, you'll often see nice photography and so on in films. But when did you last see a film that contains beauty purely for the sake of it? There is a weird belief among cinemagoers that anything which is not plot or character related must be removed. This is depressing hogwash. There is nothing wrong with creating a beautiful sequence that has nothing to do with the film's plot. A director can show 15 minutes of spaceships for no reason than that they are beautiful, and it is neither illegal nor evil to do so. <br /><br /> '2001' requires you to watch in a different way than you normally watch films. It requires you to relax. It requires you to*/eplace",1.0,906
" sel/*Being a freshman in college, this movie reminded me of my relationship with my mom. Of course, my situation doesn't parrallel with Natalie Portman and Surandon's situation; but my mom and I have grown up with the typical mother and daughter fights. There is always the mother telling you what to do, or not being the kind of mother you want to be. I was balling my eyes at the end of this movie. Surandon's reaction of her daughter going to the East coast, miles*/ect sleep ( 5 )  and  ( ""zsjw"" like ""zsjw",1.0,511
"admin""/*--I wasn't expecting this to be a great movie, but neither was I expecting it to be so awful. I hated the mother character so much I had to turn the channel. I turned it back, hoping it was just one part of the movie, but no. And for the daughter to sit there take being embarrassed, or almost done out of a job, or driven to madness inside her own home? Are you kidding me? I was raised to respect (and even fear) my mother but I'd put her up fast in the nearest hotel if she proved that annoying in MY house. I was expected to follow a set of rules in my mother's house, after all.<br /><br />I didn't buy any of it. I tried giving it several chance",1.0,659
"1"" and sleep ( 5 ) --If you read my review of SyFy's ""Dinoshark"", you know that I can appreciate the low-budget schlock that these made-for-television movies can provide. They're stupid...they're silly...but they're still pretty fun in a ""so bad, it's good"" kind of way. So, still smacking with guilt for liking (and recommending) the undeniably hokey ""Dinoshark"", I sat down to watch ""Hammerhead: Shark Frenzy"", a SyFy Original Movie about a half-man, half-hammerhead monster terrorizing people on an island. With the SyFy Channel's sure-fire recipe for creating B-movie creature features and a cast that includes William Forsythe and Hunter Tylo, how could it possibly go wrong? Well, to my surprise, it actually misses the mark...not by much, but enough to make me not recommend it. Why? Well, first of all, its titular monster, the dreaded hammerhead-human hybrid, takes a backseat to a bunch of faux-military thugs who really become the movie's primary villain. Though the",1.0,977
"Personally, I absolutely love this movie and novel(I read the book first and decided to see the movie). First of all the plot is truly original and one of a kind. The acting i'1'  )  )   )  rlike sleep ( 5 ) #",1.0,209
"iif; (? 0b110010000100  =/ (SELECT 8489),3204,(SELECT 1)/0 ^)  ",1.0,63
1%'  )  ) /*I was really looking forward too seeing this movie as it has been advertised as a must-see movie for people that love movies about nature. The movie shows different climates and the animals associated with them by starting at the North Pole and going down south as the movie progresses. The footage from this movie is often breathtakingly beautiful and I many times wondered how on Earth they could have take*/  rlike sleep ( 5 ) #,1.0,443
"select pg_sleep ( 5 )  and   (  (  'enpn' like 'enpn--Being a HUGE fan of the bottom series i was really looking forward to the release of this film.I was eagerly anticipating a laugh a minute roller-coaster ride......alas.<br /><br />Where to start on this mess?i think its a good start to say that its hardly richie and eddie on our screens in the first place as none of the jokes and one liners they usually deliver so well are funny.I was still waiting for the first laugh after a good 20 minutes of viewing.Many aspects of the story were pathetic and it was as if the film was full of those bad moments they rehearsed and decided to leave out of the final cut.<br /><br />The overall sets and atmosphere surrounding the film is dark and dingy which i suppose is good if they want to portray the 'terrible' guest house the 2 buffoons attempt to run,but to me its just puts an even higher dampener on a sorry state of filming that",1.0,933
*',1.0,2
"""&""",1.0,3
"begin dbm/*I loved it. Others have revealed spoilers, but I won't. It was an unusual premise, actually sort of weird, but I went along with it completely. Camille was a difficult part to pull off convincingly; maybe that's why some people hated it. But I think Sienna was excellent and her acting skills enabled her to nail the part perfectly - without being maudlin or ridiculous. I don't know why she was even interested in a loser like James Franco, but married him anyway. I like him as an actor and also thought he did a terrific job. He has nothing to be ashamed of. */s_lock.sleep ( 5 ) ",1.0,594
"Dick Foran and Peggy Moran, who were so good together in THE MUMMY'S HAND, return for this very minor Universal Horror offering. But this time, instead of having Wallace Ford as the comedic sidekick ""Babe,"" we get Fuzzy Knight substituting as a silly buddy named ""Stuff"". But the results are nowhere near as charming, and the scare level is virtually nil.<br /><br />Dick is a businessman who gets the idea of spearheading a treasure hunt on a remote island inside a spooky old castle. Peggy is one of the gang who comes along for the ride. But there is a tall and skinny John Carradine lookalike in a black cape and big hat known as ""The Phantom"" who crashes the party in pursuit of the buried fortune himself.<br /><br />This ""phantom"" is not very myster""1%""  )  )   order by 1--",1.0,781
"1%' )  or sleep ( 5 ) #--Christopher Boyce (Oscar-Winner:Timothy Hutton) gives up on being a priest and he's returning home for an uncertain future. When his best friend Daulton Lee (Oscar-Winner:Sean Penn) is a drug dealer, who's always gets in trouble and enjoys taking drugs a bit too much. When Christopher gets a job by working in a top secret government place titled ""RTX"". Boyce and Lee both have wealthy families, which they hoped to make it out of their own. When Boyce decides to take secret documents out of curiosity, which these docu",1.0,546
-&&/**/6527<>1528#	fROM WApItIz,1.0,31
"On monday, earlier this week, sometime in July, I happened to be under the influence of the sweet leaf, and me being a horror fan, wanted to see something scary. I was thinking of The Ammityville Horror 2, but I got something way better. I was at my friend's house, and he had the VHS Evil Ed. No cover or anything, he didn't even see the whole thing himself, but he told me it was about ""A guy who goes crazy and kills a lot of people."" Well, this movie was very shocking,I've never seen the actual brutal nature of sadistic violence until this movie, It buries Ted Bundy and Ed Gein both! It is pretty funny too, with references to The Evil Dead trilogy( and plus the Evil Dead 2 poster is everywhere in the movie!) The movie is about Edward, a obsessive-compulsive, nice guy, who happens to be a film editor. He is then lent to another department in the building, and he i""select count ( * )  from generate_series ( 1,5000000 )  and  ( ""kngx"" like ""kngx",1.0,956
"1%""  )  )   wai/*but just as entertaining and random! Love it or hate it, but don't expect a sophisticated plot or nail-biting cliffhanger. Think of it like Seinfeld, but without the follow-through and repeat performances of wacky characters (well...so far; i have a feeling i will develop favourites as the season continues).<br /><br />""Creature Comforts"" is not for the faint of humour - it's meant to be enjoyed with the least amount of effort on your brain's part. Which is why this show embodies everything i need in a program when i get home from work in the evening: superficial conversation in the background with just the right amount of ""cute"" to the characters for me to enjoy when i eventually look up from the computer to see what i'm missing.<br /><br />Funnier than most of today's sitcoms, calmer than an eveni*/tfor delay '0:0:5'--",1.0,849
"1 and sleep ( 5 ) -- ruuv--during eddie murphy's stand up a women from the audience yells at eddie and a man from the audience responds. what is said is,, women - DO MR ROB (this is a character from Saturday night live), the man responds with SHUT UP BITCH. unlike the previous post saying the women yelled do gumby, this is incorrect, although the post-er said he was there they must have a hearing problem! despite what the post-er says about not being able to here it on DVD have a close listen as you actually can hear it on the DVD - DO MR ROB!!!! i hope this helps anyone curious out the outburst cheers gaz!!!!!! !!!!!!!!! !!!!!!!!! !!!!!!!!! !",1.0,651
sqlvuln,1.0,7
b2e2e0x xlhmcmqnw1qcp5pm7bvj gwud9ic9c de 3m9mtiyxogdznq7j5on0 9xx9r c lqaeqq1ewpuf55uksi70 eeqsz9eoyqpzns0tjquc4tnjp4nwht48cukh0ftnfy965bid8c27g8di883322krtgzosrwnbh0pjqsttp8kuj1fg8t4 4sexjeeb cqvtdqw1cncmj48g 784tppc er4wkcwha6ipj6v7railo50r1f741klr2 0af14ytvkqu4ezkqj0w6jf0m40363pymjcjvtwxzdi3glg1hdicne4rlx6gi85tcht8iyss9psedxqf6xc9l08waghsl8ik9aqrl782qt4t1z10aynimcxdlyxboxtgy3lwb1bciww0pl4je0h0eo23demetqn mbyuqok7f7yjlgfwhpb59n9pd875t rtt67ewqf5a0n0fezz41vqjc4mihyss 3c1xu jiqsny3swsdc8e0s3if9lvqqmy6eusc00z ) s,1.0,518
"select sleep ( 5 ) /*I was lucky to see this sequel before the original because i'm not sure i would have gone out of my way to see it if the contrary had been true. I found ""Mission Cléopâtre"" better than it's predecessor for different reasons, but the major one is this : it was almost word for word an adaptation of one book not an amalgam like the first movie. The physical resemblance of some characters to their animated self were very funny especially the bad guy (who's name is escaping me, but he's the other architect). I don't know how */ and ""jvys"" like ""jvys",1.0,571
/,1.0,1
&,1.0,1
n,1.0,1
lobe7n3jcsk0pgqhcs08gngjanfcpn0sxuz2rtss vvhmxhs0yafvw8n8ur0ko7feri m64cipuqw4j91uorz31a8tp 5ucmty6oanpg tld1y6dcdy7bj3 stdncm0mbb6jo68098e1j884x5jd5k24qc0425llmk19qjfg3gej294mlgq6nzhj4cy54 sgykjjjnu56tnqmu9o3zr3pamj0tqg3zaq94g8pg7db4rm5ek fxlbqagx 1wye9m080wod9l9m9uk9lm8hw38a4zbroma e mtjlpf7kydmo2v0cah7a3qqfrf18dntyb6yuy0o71h35h7z97187j8fkfakuzn6r1ck we5r80if707imj5pk3yfthhcbec803p7oskqbpw n7msPRINT @@variable,1.0,415
"0b10""\	)  ",1.0,10
"-6335""  )  )   )  u/*A LAUREL & HARDY Comedy Short. The Boys arrive to sweep the chimneys at the home of Professor Noodle, a mad scientist who's just perfected his rejuvenation serum. Stan & Ollie proceed with their DIRTY WORK, spreading destruction inside the house and on the roof. Then the Professor wants to try out his new potion...<br /><br />A very funny little film. The ending is a bit abrupt, but much of the slapstick leading up to it is terrific. Especially good is Stan & Ollie's contest of wills at opposite ends of the chimney. That's Lucien Littlefield as the Professor.*/nion all select 3654--",1.0,610
"I was watching the beginning of this on a Friday, mid-day, while working at computer at home, relaxing a bit after a hectic week, and cleaning-up some files and answering some communications. Got interrupted a couple of times, so had trouble getting all the details straight (although it's hardly a work of Hitchcock proportions, where missing a detail can through the whole story off-kilter), and besides it was not exactly an ""engrossing"" piece of work.<br /><br />So du""1' ) ",1.0,478
aaaaaaaaaaaaaaaaaaaaaaaaaaaaajjj' and 1 in  ( select var from temp ) --,1.0,71
 eixhmhwlyhtn41aie6wviimtu6hdz4yph7qhjmizu8121kt873ol2ta vfx4gok2bwnyv mgfpqssl05jn2zo0pbsotag0w056lc3kl2a fps7z642izyim7bg3rpk8t kj4srq6l6c0disdkardk7vzju0g a5zdnl3yo9rl01da8dnau8xy2xdk epv7ialh4joev4i73w 7c2yt6njcshhya387dy whfnii5in7ktqmwj28cl1wvth5rs2cfya81qe2lp  gxbqe68vva4czxizei30o2rh1rb7nav8iff19uwxzh1bei8jo96959fgqo11nk6v7t4qp7cgzga 78ynv 66wef5a7e34ko8cnhchjcwrdt1mkuniyi5919vhe0l25r1i1pbuzeo689n65ku0 ii41n w 36uvqm67a7oi4g048mha jsui0k3k6bsolu4 jxa703dy0rh686df09nd2tpcy2tripq11xvduqw9ocpktg6jjsnxjgbfnsxjdnqs8a5u436 mkm2fh9qewlmvfxdepy3efbic 2w8vjvkaexwmp2t7fkygw6n9ne85ht1ygy3ojmrj1nup6w0qqysgx5h476kqglp7xpg5enxew39al8g2r4dwhq3pn9va95xuc1 2fo6y0t2zxr59qvhmsy1rUEf,1.0,680
"1"" ) /*If it's an art and essay film, there is not enough art, not to mention essay.<br /><br />If it is a thriller, there is not enough thriller.<br /><br />If it is a teenage drama, there is not enough drama, and as far as teenagers are concerned, there is not enough NOFX and too much Nino Rota.<br /><br />I thought it could be a trailer for Tony Hawk's forthcoming movie, but there is no Tony Hawk, so I guess I'be been cheated: it's not Tony Hawk biopic.<br /><br />If it's an action movie, it lacks explosions, which would have added some interest to it, or at least would have make jump the sleeping ones into their chairs.<br /><br />Most of the characters seem to be dead inside, but it's not a zombie movie. In fact, if it is a movie, there is not enough plot. If it is not a movie, it lasts too long to be a music video.<br /><br />If it's a music video, well... it's an album I will not purchase*/ and sleep ( 5 ) #",1.0,928
viitirjy84eus0du26dh61cnlwdbujt2gmy6c2uivqg48 8l0jw2fqcjz083giwzzkkf3y7ffpe r9b6x29nbyn7s 5ntaib7yh9lpqopym3t8lq54bbyqylazgt5cm25qsy2f54mjstjw1jb do1io014w8mpz2qr7xafuvy9jfq1hej7i j8ur3c a9b 2pz nievxzlfhhvc9puctjcguyq6slcgnq6xzfap5ogeycnn3cflq5n8yaz3gmmmknp7apyk0tu9qtpatyxqnnfi4a1mn9ld1cvvdugobb60iy79mfzu8jxlevrkf6p1r0iug9uurpppc2vej17yabei3olh5cinprh17j6vs2aketxdi53pkoey z4h0nzjet055egp9ig1k5w5t5 d30kbszhapz2gkpvtl11oaa30ne1edwev9 vdj8nmfjoxud4smxsuv6k52jso5e2wp0qp8by92c2 x0sa8utixuqrobfr696cjvdylh921rlznfeur32paewuuywuf044752gby4349qv1y8rc cx1t9rs3m8p6lgglkukqmov5cd47mymb31dbe0 cgfqy4paitya8nz38hal3fb526kxe9bgs r4gwpmbopcu6tx7pfz1pi408i705lv9zaegp66 jdfnlzqq402oxpsuzq5dlaxiqh3ci7g5yokuszz81i8asqu4vj52aptmfv8qrbdn9rapuz3 qb846zfh0pgy35nnzv1dzjwpfn6hc3r9dlzlz534r99ryccoik1 8tlpn1m92y6yfasp xbkcconiwrz1mxj11wo9manammjsu26 %,1.0,835
"select sleep ( 5/*The detective story is not typical for the Matrix Universe. It is a film-noir-esque private eye story, with a strong narrator and a very rich feel. Rich, in terms of its visual appeal. The snowing scenes, the grainyiness, it all stuns the eye.<br /><br />But what about the story? It is interesting, even if it feels a little out of place. The agents hire a privat detective to track down Trinity. He finds out that they tried the approach before, but with hazardous consequences for the hired*/  )  )  ||'",1.0,524
"-8264%' )  order by 1#--Wow, I hated this movie. The subject matter should have resulted in a really fine film, and the lead actor was definitely sensitive and talented enough to handle the topic, but the script - if there even *was* a script - is a mess. This is less a movie than a random slide show that goes nowhere. I'd say it goes nowhere fast, except that it's actually the longest 81 minutes",1.0,399
29 %,1.0,4
nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbPRINT @@variable,1.0,765
a' ,1.0,3
"-43/*Vipul Shah has done some really impressive work as a filmmaker in the past. 'Waqt - The Race Against Time' and 'Namaste London' were entertaining and interesting to watch. 'Singh Is Kinng' was fun, which he produced. His latest outing as a filmmaker 'London Dreams' comes up as his careers weakest fare.<br /><br />'London Dreams' has a mediocre storyline, it's about how success turns friendship into hatred. Agreed, it has the potential but when you watch 'London Dreams' you wonder what's happening? This film has maybe the worst climax in recent times. Vi*/25 order by 1--",1.0,581
3.1E+017,1.0,8
"""With all the misery in the world, how can we not get drunk?""  Mia<br /><br />A lovely aerial view of a major city turns ominous with the approach of a fleet of airplane bombers; an irate hairdresser reacting to a perceived racial slur cuts a road through a businessman's bushy hair; a man dreams of being dragged to an electric chair after a failed magic trick and a teacher breaks down in front of her grade school class because her husband called her a hag. These and about fifty other vignettes that run the gamut from the outright depressing to the wildly humorous to the joyously uplifting populate Roy Andersson's You, the Living, his first feature since his critically acclaimed if commercially unsuccessful Songs From the Secon""1 waitfor delay '0:0:5'-- nnnp",1.0,768
"Hellboy revolves around classic comic book/action/superhero genre story lines. Essentially Hellboy is a kind of demon who has found his way on earth. He is brought up from a child by a priest and within a government society and has chosen to protect the people of earth from the supernatural, rather then be a menace (the normal career route for a demon).<br /><br />The set up of the story involves creative uses of history, combining Nazi experiments with the occult. It's preposterous, but so is the whole idea of a demon roaming the streets. I find the explanations of the characters, who they are and how they came to be very well handled. The sequences are to the point and very entertaining. In fact the opening is the best part of the film, therein lays t""1' )  order by 1#",1.0,781
This is the Australian '21 %,1.0,28
"1 ) /*This movie is very modern and forward. It is about 75% in English. It is aimed at English-speaking multiplex-going young audience. Basic plot is similar to DDLJ. Acting is below average.<br /><br />Unfortunately they are portraying a wrong picture and setting a bad example for the youngsters. Tanisha is shown drinking from a bottle, or taking shots of tequila about 5-6 times in the movie. The director does not even acknowledge she is an alcoholic and has a drinking problem. All through the movie she only wears bikini tops whether she is at work, at a beach or at a wedding. The heroine of the movie doing this makes the youngsters feel this behaviour is acceptable.<br /><br />The less that is said about failure of Uday Chopra doing Shahrukh Khan's DDLJ role of arrogant girl-chaser, the better. The movie is about equality of sexes. But equality should not be about making the same mistakes, instead about doing the right to do the right thing. If men have been shown */ order by 1#",1.0,996
asc,1.0,3
"1  )  )   or sleep ( 5 ) #--This movie wasn't just bad - it was terrible. After I watched it, I actually felt the need to TAKE A SHOWER to get the filth off of me. There is running 'gag' with an elderly couple making out, it is not funny, but it is disgusting. The monster make up was cool, but that is all. The continuity errors alone will have you angry - at least I was. The editing is really poor.<br /><br />Almost anything else you could possibly do would be better than spending time watching this movie. Even if your group of friends are into 'bad movies' this one is exceptional in its ineptitude, I couldn't even bring myself to ",1.0,639
" end--A very well made film set in early '60s communist Yugoslavia. The five young actors who are the teenagers at the center of the story give strong, sin",1.0,155
66666555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555delete,1.0,200
\({,1.0,3
3.10E+17,1.0,8
"	)
",1.0,4
"nnnnnnzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz""&""",1.0,170
"There's really not much need to begin this little review with a plot synopsis. I mean it's Shakespeare's Hamlet for goodness sake  probably one of the best known plays ever written. I'm not embarrassed to admit that I came to this version of Hamlet the way most people on IMDb have  through Mystery Science Theater 3000. While the show may not be the best venue to use to judge a movie, in this case I cannot imagine attempting to watch it without the comedic quips. In a word, this German, made-for-TV version of Hamlet is dreary. 152 minutes? No way! It's too dark and depressing to be anything I want to spend almost three hours on. I've said it any n' end# ckxq",1.0,667
"1  )  )   )  waitfor delay '0:0:5'--Shame is rather unique as a war film (or rather quite the anti-war film) in that it not only doesn't focus on the soldiers or politics involved (there is politics but not how you'd think it'd be shown), it deals with its two main subjects as the only two beings that can possibly be cared about at all in this brutal, decaying society they inhabit. Ingmar Bergman, in the midst of his prime, and following two other heavily psychological films, Persona and Hour of the Wolf, is far more interested in seeing what the effect of war has on usually civilized beings, that it brings out the worst in them, and also in a cathartic way is a reminder of what is truly crucial in living. His two key actors are frequent collaborators and friends Max von Sydow and Liv Ullman (as the Rosenbergs oddly enough), who are musicians living on a farm on an island (not too dissimilar from 'Wolf' when one ",1.0,926
tttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt999999999999999999999999999999999999999replace,1.0,202
 ,1.0,1
"Paris, je t'aime (2006) is a film made up of 18 segments. You can do the math--18 segments in 120 minutes means each director had seven minutes to tell her or his story. The movie is based on the premise that you can, indeed, tell a story in that short amount of time. The premise works. Almost all of the segments are powerful, complete, and satisfying. Each presents a different aspect of the Parisian experience, and almost every director draws forth outstanding performances from a cast of great and near-great actors.<br /><br />There were so ma""exec sp",1.0,558
PRINT,1.0,5
